3 initializing
3 waiting
1 initializing
1 waiting
2 initializing
2 waiting
0 initializing
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 6
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 7
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 8
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 9
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 10
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 11
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 12
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 13
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 14
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 15
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 16
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 17
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 18
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 19
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 20
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 21
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 22
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 23
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 24
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 25
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 26
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 27
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 28
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 29
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 30
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 31
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 32
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 33
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 34
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 35
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 36
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 37
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 38
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 39
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 40
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 41
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 42
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 43
2 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
0 sending current last value to next
2 receiving 48678, elementsSorted = 44
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 45
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 46
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 47
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 48
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 49
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 50
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 51
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 52
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 53
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 54
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 55
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 56
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 57
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 58
2 waiting
0 sending current last value to next
2 receiving 48678, elementsSorted = 59
2 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 60
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 61
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 62
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 63
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 64
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 65
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 66
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 67
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 68
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 69
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 70
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 71
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 72
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 73
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 74
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 75
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 76
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 77
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 78
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 79
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 80
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 81
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 82
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 83
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 84
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 85
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 86
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 87
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 88
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 89
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 90
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 91
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 92
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 93
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 94
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 95
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 96
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 97
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 98
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 99
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 100
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 101
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 102
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 103
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 104
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 105
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 106
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 107
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 108
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 109
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 110
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 111
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 112
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 113
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 114
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 115
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 116
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 117
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 118
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 119
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 120
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 121
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 122
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 123
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 124
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 125
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 126
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 127
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 128
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 129
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 130
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 131
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 132
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 133
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 134
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 135
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 136
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 137
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 138
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 139
2 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
0 sending current last value to next
2 receiving 48678, elementsSorted = 140
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 141
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 142
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 143
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 144
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 145
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 146
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 147
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 148
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 149
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 150
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 151
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 152
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 153
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 154
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 155
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 156
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 157
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 158
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 159
2 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
0 sending current last value to next
2 receiving 48678, elementsSorted = 160
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 161
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 162
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 163
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 164
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 165
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 166
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 167
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 168
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 169
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 170
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 171
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 172
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 173
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 174
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 175
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 176
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 177
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 178
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 179
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 180
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 181
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 182
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 183
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 184
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 185
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 186
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 187
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 188
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 189
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 190
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 191
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 192
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 193
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 194
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 195
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 196
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 197
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 198
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 199
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 200
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 201
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 202
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 203
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 204
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 205
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 206
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 207
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 208
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 209
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 210
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 211
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 212
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 213
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 214
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 215
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 216
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 217
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 218
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 219
2 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
0 sending current last value to next
2 receiving 48678, elementsSorted = 220
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 221
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 222
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 223
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 224
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 225
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 226
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 227
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 228
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 229
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 230
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 231
2 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
0 sending current last value to next
2 receiving 48678, elementsSorted = 232
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 233
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 234
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 235
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 236
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 237
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
